Region,District,FirstNation,Community,Water System Name,System Type,Advisory Type,Advisory Reasons,Date Set,Date Revoked ,BAND_NUMBER,BAND_NAME,LONGITUDE,LATITUDE,COORD_SYS,
Saskatchewan,,Hatchet Lake ,North Point & Northern Settlement,North Point & Northern Settlement ,PWS,1,"3,5",2017-05-17,2017-05-29,352,Hatchet Lake,-103.1591634,58.11250568,GCS_North_American_1983_CSRS,
Ontario,Southern,Curve Lake,Curve Lake,Curve Lake Daycare-Church (Non-Transient),SPWS,1,2,2016-11-07,None,161,Curve Lake,-78.37530686,44.46253162,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Dene Tha',Bushe,Bushe Food & Gas ,SPWS,1,"r,12",2017-05-31,None,448,Dene Tha',-118.6912666,58.69815148,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Heart Lake,Heart Lake,Heart Lake,PWS,1,"o,8",2016-10-11,2016-10-21,469,Heart Lake,-111.5400495,55.0312881,GCS_North_American_1983_CSRS,
Quebec,,Huronne-Wendat (Wendake- Villa ge Huron),Wendake ( Village Huron de Wendake),VHW,PWS,1,4,2016-10-08,2016-10-15,50,Nation Huronne Wendat,-71.35719488,46.86262374,GCS_North_American_1983_CSRS,
Quebec,,Huronne-Wendat (Wendake- Villa ge Huron),Wendake ( Village Huron de Wendake),VHW,PWS,1,2,2017-05-17,2017-05-19,50,Nation Huronne Wendat,-71.35719488,46.86262374,GCS_North_American_1983_CSRS,
Quebec,,Innu Takuaikan Uashat Mak Mani-Utenam ,Uashat (Sept-×les),UAS,PWS,1,2,2017-04-05,2017-04-09,80,Innu Takuaikan Uashat Mak Mani-Utenam,-66.39957676,50.22610498,GCS_North_American_1983_CSRS,
Saskatchewan,,English River,Laplonge,Laplonge ,PWS,1,5,2017-05-23,None,400,English River First Nation,-107.7172826,55.91533675,GCS_North_American_1983_CSRS,
Quebec,,Innu/Matimekush,Matimekush,MAT,PWS,1,6,2017-04-05,2017-04-13,87,La Nation Innu Matimekush-Lac John,-66.81399975,54.80451377,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,Iskatewizaagegan No39 Independent First Nation,Shoal Lake No. 39,Shoal Lake No. 39,PWS,1,6,2016-12-21,2016-12-23,154,Iskatewizaagegan #39 Independent First Nation,-95.09931025,49.62564713,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,Iskatewizaagegan No39 Independent First Nation,Shoal Lake No. 39,Shoal Lake No. 39,PWS,1,2,2017-05-17,2017-05-20,154,Iskatewizaagegan #39 Independent First Nation,-95.09931025,49.62564713,GCS_North_American_1983_CSRS,
Quebec,,Kanesatake(OKA),Kanesatake(OKA),Kanesatake(OKA),PWS,1,4,2016-10-21,2016-10-24,69,Mohawks of Kanesatake,-74.1296991,45.48290868,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,KASABONIKA LAKE,Kasabonika Lake,Kasabonika Lake,PWS,1,6,2016-09-23,2016-10-11,,,-81.39,52.17,GCS_North_American_1983_CSRS,
Ontario,Moose Factory,KASHECHEWAN,Kashechewan,Kashechewan,PWS,1,2,2016-09-25,2016-10-20,,,-81.39,52.17,GCS_North_American_1983_CSRS,
Ontario,Moose Factory,KASHECHEWAN,Kashechewan,Kashechewan,PWS,1,6,2016-11-23,2016-12-07,,,-81.39,52.17,GCS_North_American_1983_CSRS,
Ontario,Moose Factory,KASHECHEWAN,Kashechewan,Kashechewan,PWS,1,6,2016-12-16,2017-01-10,,,-81.39,52.17,GCS_North_American_1983_CSRS,
Alberta,Treaty 6,Tsuu T'ina Nation,Tsuut'ina,Tsuut'ina Community Centre ,SPWS,1,"r,12",2016-08-02,2016-08-26,,,,,,
Saskatchewan,,Kawacatoose,Kawacatoose,Kawacatoose,PWS,1,8,2017-01-25,2017-02-02,393,Kawacatoose,-104.4043921,51.48178573,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Kehewin,Kehewin,Kehewin,PWS,DNC,"o,8",2016-12-25,2016-12-27,466,Kehewin Cree Nation,-110.8570944,54.11608845,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,OJIBWAYS OF ONEGAMING,Onegaming First Nation,Onegaming ,PWS,1,"2,6",2016-09-21,2016-09-23,,,,,,
Manitoba,,Kinonjeoshtegon First Nation,Jackhead,Kinonjeoshtegon Band Office/Health Centre (Non-Transient),SPWS,1,12,2016-10-20,2017-02-14,268,Kinonjeoshtegon First Nation,-97.3109533,51.91709498,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix C,PWS,1,3,2016-09-21,2016-10-28,127,Lac La Croix,-92.1611648,48.37421657,,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix C,PWS,1,2,2016-12-22,2017-01-26,127,Lac La Croix,-92.1611648,48.37421657,GCS_North_American_1983_CSRS,
Saskatchewan,,Lac La Ronge,La Ronge,La Ronge,PWS,1,8,2016-10-16,2016-10-20,353,Lac La Ronge,-105.3038105,55.09888546,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,FORT SEVERN,Fort Severn,Fort Severn,PWS,1,5,2017-02-10,None,215,Fort Severn,-87.63473886,55.99066182,GCS_North_American_1983_CSRS,
Saskatchewan,,Lac La Ronge,Lac La Ronge #156 (Bell Point),Lac La Ronge,PWS,1,8,2017-01-13,2017-02-15,353,Lac La Ronge,-105.3038105,55.09888546,GCS_North_American_1983_CSRS,
Saskatchewan,,Lac La Ronge ,Lac La Ronge Kitsakie #156B,Lac La Ronge ,PWS,1,8,2017-01-13,2017-01-18,353,Lac La Ronge,-105.3038105,55.09888546,GCS_North_American_1983_CSRS,
Manitoba,,Lake Manitoba 271,Lake Manitoba,Lake Manitoba,PWS,1,"q,12",2016-04-06,2017-05-08,271,Lake Manitoba,-98.60700357,50.94717514,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Little Red River Cree Nation,John D'or,John D'or Prairie ,PWS,DNC,"q,5",2016-11-14,2016-11-17,447,Little Red River Cree Nation,-114.5334634,58.46491987,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Little Red River Cree Nation,Little Red River - Fox Lake,Fox Lake ,PWS,1,"q,8",2016-12-19,2016-12-29,447,Little Red River Cree Nation,-114.5334634,58.46491987,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Little Red River Cree Nation,John D'or,John D'or Prairie ,PWS,1,"o,8",2017-01-30,2017-03-02,447,Little Red River Cree Nation,-114.5334634,58.46491987,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Little Red River Cree Nation,Little Red River - Fox Lake,Fox Lake ,PWS,1,"o,8",2017-02-16,2017-02-28,447,Little Red River Cree Nation,-114.5334634,58.46491987,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Little Red River Cree Nation,John D'or,John D'or Prairie ,PWS,1,"o,8",2017-03-07,2017-05-05,447,Little Red River Cree Nation,-114.5334634,58.46491987,GCS_North_American_1983_CSRS,
Manitoba,,Little Saskatchewan,Little Saskatchewan,Little Saskatchewan Daycary ,SPWS,1,"r,12",2016-08-23,2016-11-04,274,Little Saskatchewan,-98.56038123,51.68331981,GCS_North_American_1983_CSRS,
Quebec,,Long Point First Nation ,Long Point First Nation (Winneway),LPF,PWS,1,6,2016-12-13,2016-12-17,67,Long Point First Nation,-78.56483627,47.57754756,GCS_North_American_1983_CSRS,
Manitoba,,Hollow Water First Nation,HOLLOW WATER,Hollow Water ,PWS,1,"I,13",2016-12-20,None,263,Hollow Water,-96.30228976,51.19238468,GCS_North_American_1983_CSRS,
Saskatchewan,,Makwa Sahgaiehcan ,Makwa Sahgaiehcan,Makwa Sahgaiehcan,PWS,1,3,2017-02-01,2017-02-08,396,Makwa Sahgaiehcan First Nation,-109.1652925,54.02743022,GCS_North_American_1983_CSRS,
Quebec,,Mashteuiatsh/Innu,Mashteuiatsh,MAS,PWS,1,6,2016-11-01,2016-11-04,76,Montagnais du Lac St-Jean,-72.23636015,48.57566736,GCS_North_American_1983_CSRS,
Alberta,Treaty 6,Paul ,Paul,Paul,PWS,1,"q,8",2016-03-22,2016-03-25,,,,,,
Quebec,,Mashteuiatsh/Innu,Mashteuiatsh,MAS,PWS,1,2,2016-11-24,2016-11-29,76,Montagnais du Lac St-Jean,-72.23636015,48.57566736,GCS_North_American_1983_CSRS,
Quebec,,Mashteuiatsh/Innu,Mashteuiatsh,MAS,PWS,1,6,2016-12-07,2016-12-12,76,Montagnais du Lac St-Jean,-72.23636015,48.57566736,GCS_North_American_1983_CSRS,
Quebec,,Mashteuiatsh/Innu,Mashteuiatsh,MAS,PWS,1,2,2017-04-17,2017-04-21,76,Montagnais du Lac St-Jean,-72.23636015,48.57566736,GCS_North_American_1983_CSRS,
Atlantic,,Millbrook,Millbrook,Millbrook ,PWS,DNC,4,2016-12-22,2016-12-24,27,Millbrook,-63.29274887,45.33378102,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,Iskatewizaagegan No39 Independent First Nation,Shoal Lake No. 39,Shoal Lake No. 39,PWS,1,2,2017-05-31,None,154,Iskatewizaagegan #39 Independent First Nation,-95.09931025,49.62564713,GCS_North_American_1983_CSRS,
Saskatchewan,,Ministikwan Lake Cree Nation,Ministikwan ,Ministikwan ,PWS,1,2,2016-01-29,2017-01-26,397,Ministikwan Lake Cree Nation,-109.6694826,54.04799333,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,MISHKEEGOGAMANG,Mishkeegogamang,Ten Houses ,PWS,1,4,2015-03-09,2016-10-07,203,Mishkeegogamang,-90.22974745,51.09183391,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,MISHKEEGOGAMANG,Mishkeegogamang,63 A (Ten Houses ),PWS,1,7,2016-10-18,2017-03-28,203,Mishkeegogamang,-90.22974745,51.09183391,GCS_North_American_1983_CSRS,
Ontario,Southern,Curve Lake,Curve Lake,Curve Lake Senoirs complex (Non-Transient),SPWS,1,1,2016-07-20,None,,,,,,
Saskatchewan,,Montreal Lake,Montreal Lake,Montreal Lake,PWS,1,8,2010-10-17,2016-10-24,354,Montreal Lake,-105.7866136,54.0517366,GCS_North_American_1983_CSRS,
Saskatchewan,,Montreal Lake,Montreal Lake,Montreal Lake,PWS,1,8,2016-10-05,2016-10-14,354,Montreal Lake,-105.7866136,54.0517366,GCS_North_American_1983_CSRS,
Saskatchewan,,Montreal Lake,Montreal Lake,Montreal Lake,PWS,1,2,2017-02-01,2017-02-17,354,Montreal Lake,-105.7866136,54.0517366,GCS_North_American_1983_CSRS,
Manitoba,,Kinonjeoshtegon First Nation,Jackhead,Kinonjeoshtegon Band Office/Health Centre (Non-Transient),SPWS,1,"r,12",2017-04-13,None,268,Kinonjeoshtegon First Nation,-97.3109533,51.91709498,GCS_North_American_1983_CSRS,
Saskatchewan,,Montreal Lake,Montreal Lake,Montreal Lake,PWS,1,2,2017-03-29,2017-04-06,354,Montreal Lake,-105.7866136,54.0517366,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,LAC LA CROIX,Lac La Croix First Nation,Lac La Croix C,PWS,1,2,2017-02-06,None,127,Lac La Croix,-92.1611648,48.37421657,GCS_North_American_1983_CSRS,
Manitoba,1,Mosakahiken First Nation (Moose Lake),Mosakahiken First Nation,Mosakahiken ,PWS,1,"o,9",2016-10-06,2016-10-28,312,Mosakahiken Cree Nation,-100.3148201,53.70558589,GCS_North_American_1983_CSRS,
Ontario,Southern,Munsee-Delaware,Munsee-Delaware,Munsee-Delaware Containerized,PWS,1,2,2017-03-25,2017-04-10,168,Munsee-Delaware Nation,-81.48461256,42.79851753,GCS_North_American_1983_CSRS,
Atlantic,,MUSHUAU INNU ,Natuashish,Natuashish,PWS,1,"2,3",2016-07-23,2016-10-27,32,Mushuau Innu First Nation,-61.11923,55.91395,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,LAC SEUL,Frenchman's Head,Frenchman's Head,PWS,1,2,2017-04-12,None,205,Lac Seul,-92.30026238,50.292598,GCS_North_American_1983_CSRS,
Alberta,Treaty 6,Paul ,Paul,Paul,PWS,1,"o,11",2016-07-20,2016-07-27,,,,,,
Alberta,Treaty 6,Paul ,Paul,Paul,PWS,1,"r,3",2016-08-04,2016-08-08,,,,,,
Manitoba,,Lake Manitoba 271,Lake Manitoba,Non-Transient / Band Hall & VLT,SPWS,1,"r,12",2017-03-31,None,271,Lake Manitoba,-98.60700357,50.94717514,GCS_North_American_1983_CSRS,
Saskatchewan,,Little Pine,Little Pine,Little Pine,PWS,1,2,2017-03-23,None,340,Little Pine,-109.0583132,52.91655964,GCS_North_American_1983_CSRS,
Saskatchewan,,Ministikwan Lake Cree Nation,Mudie Lake,Mudie Lake,PWS,1,5,2014-08-14,None,,,,,,
Saskatchewan,,Poundmaker,Poundmaker,Poundmaker ,PWS,BWO,3,2009-08-19,None,,,,,,
Saskatchewan,,Muskowekwan,Muskowekwan,Muskowekwan,PWS,1,2,2016-01-19,2017-01-16,392,Muskowekwan,-104.0044427,51.32707481,GCS_North_American_1983_CSRS,
Saskatchewan,,Muskowekwan,Muskowekwan,Muskowekwan,PWS,1,2,2017-04-06,2017-04-20,392,Muskowekwan,-104.0044427,51.32707481,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,NAICATCHEWENIN,Naicatchewenin First Nation,NAICATCHEWENIN,PWS,1,2,2017-01-13,2017-01-19,128,Naicatchewenin,-93.57322355,48.86138288,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,NAICATCHEWENIN,Naicatchewenin First Nation,NAICATCHEWENIN,PWS,1,2,2017-03-27,2017-03-29,128,Naicatchewenin,-93.57322355,48.86138288,GCS_North_American_1983_CSRS,
Saskatchewan,,Nekaneet,Nekaneet,Upper Camp ,PWS,1,8,2013-08-26,2016-11-30,380,Nekaneet,-109.1981607,49.67516372,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Little Red River Cree Nation,John D'or,John D'or Prairie ,PWS,1,"a,8",2017-05-10,None,447,Little Red River Cree Nation,-114.5334634,58.46491987,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,NORTH CARIBOU LAKE,North Caribou Lake,North Caribou Lake ,PWS,1,3,2016-10-13,2016-11-01,204,North Caribou Lake,-91.34701894,52.94825439,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,NORTH CARIBOU LAKE,North Caribou Lake,North Caribou Lake ,PWS,1,2,2016-11-07,2016-11-24,204,North Caribou Lake,-91.34701894,52.94825439,GCS_North_American_1983_CSRS,
Alberta,Treaty 6,O'Chiese,O'Chiese,Bremnerville ,PWS,1,"I,12",2016-09-09,2016-11-09,431,O'Chiese,-115.281361,52.70591867,GCS_North_American_1983_CSRS,
Alberta,Treaty6,O'Chiese,O'Chiese,Townsite Public Water Supply,PWS,1,"o,12",2016-09-26,2016-10-21,431,O'Chiese,-115.281361,52.70591867,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,OCHIICHAGWE'BABIGO'INING ,OCHIICHAGWE'BABIGO'INING ,OCHIICHAGWE'BABIGO'INING ,PWS,1,"2,6",2016-09-23,2016-10-03,147,Ochiichagwe'babigo'ining First Nation,-94.54344008,49.89244761,GCS_North_American_1983_CSRS,
Quebec,,Odanak,Odanak,ODA,PWS,1,"2,6",2017-05-02,2017-05-10,72,Odanak,-72.81996917,46.07323792,GCS_North_American_1983_CSRS,
Atlantic,,METEPENAGIAG MI'KMAQ NATION,Red Bank,Red Bank ,PWS,1,2,2017-05-24,2017/0526,14,Metepenagiag Mi'kmaq Nation,-65.82620537,46.94264437,GCS_North_American_1983_CSRS,
Alberta,Treaty 6,Saddle Lake,Saddle Lake,Saddle Lake,PWS,1,"l,8",2016-02-25,2016-03-11,,,,,,
Alberta,Treaty 8,Woodland Cree,Woodland Cree,Marten Lake Community Hall ,SPWS,1,"r,12",2016-02-05,2016-06-03,,,,,,
Alberta,Treaty 6,Saddle Lake,Saddle Lake,Saddle Lake,PWS,1,"o,8",2016-06-03,2016-06-23,,,,,,
Saskatchewan,,Cumberland House ,Pemmican Portage ,Pemmican Portage ,PWS,1,8,2015-03-18,2016-04-20,,,,,,
Saskatchewan,,Cumberland House ,Pemmican Portage ,Pemmican Portage ,PWS,2,3,2010-06-29,2010-07-04,,,,,,
Saskatchewan,,Cumberland House ,Pemmican Portage,Pemmican Portage ,PWS,1,2,2010-09-10,2010-09-17,,,,,,
Saskatchewan,,Cumberland House ,Cumberland House ,Reserve Center ,PWS,1,2,2012-06-27,2012-07-04,,,,,,
Saskatchewan,,Cumberland House ,Pemmican Portage,Pemmican Portage ,PWS,1,2,2012-06-27,2012-07-04,,,,,,
Ontario,Sioux Lookout,Ojibway Nation of Saugeen,Ojibway Nation of Saugeen,Saugeen school,SPWS,1,4,2015-02-20,2017-05-15,258,Ojibway Nation of Saugeen,-90.65837514,50.42115238,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,"OJIBWAYS OF PIC RIVER 
(Biigtigong Nishnaabeg)",Pic River First Nation,Pic River ,PWS,DNC,6,2017-01-23,2017-01-27,192,Biigtigong Nishnaabeg,-86.26900785,48.6260545,GCS_North_American_1983_CSRS,
Atlantic,,WOODSTOCK,Woodstock,Woodstock ,PWS,1,"1,5",2005-09-20,2005-09-26,,,,,,
Alberta,Treaty 6,Paul ,Paul,Willow Point Store ,SPWS,1,"b,12",2017-01-26,2017-03-09,441,Paul,-114.370707,53.52379593,GCS_North_American_1983_CSRS,
Saskatchewan,,Ministikwan Lake Cree Nation,Ministikwan,Ministikwan,PWS,1,2,2017-04-10,None,397,Ministikwan Lake Cree Nation,-109.6694826,54.04799333,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,Grassy Narrows,Grassy Narrows,Grassy Narows ,PWS,BWA,"2,4,6",2014-06-27,,,,,,,
Alberta,Treaty 6,Paul ,Paul,Paul,PWS,1,"l,8",2017-02-09,2017-03-06,441,Paul,-114.370707,53.52379593,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,Mishkeegogamang,Mishkeegogamang,63B Public Water System,PWS,1,7,2016-10-18,None,203,Mishkeegogamang,-90.22974745,51.09183391,GCS_North_American_1983_CSRS,
Alberta,Treaty 6,Paul ,Paul,Paul,PWS,1,"l,8",2017-04-01,2017-04-06,441,Paul,-114.370707,53.52379593,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,Pays Plat,Pays plat,Pays plat,PWS,1,2,2016-10-03,2016-11-02,191,Pays Plat,-87.55723745,48.88316696,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,Pays Plat,Pays plat,Pays plat,PWS,1,"2,6",2017-04-26,2017-05-04,191,Pays Plat,-87.55723745,48.88316696,GCS_North_American_1983_CSRS,
Saskatchewan,,Pelican Lake,Pelican Lake,Pelican Lake,PWS,1,2,2017-01-19,2017-01-23,405,Pelican Lake,-107.7851991,53.68440906,GCS_North_American_1983_CSRS,
Saskatchewan,,Kahkewistahaw,Kahkewistahaw,Kahakewistahaw,PWS,1,2,2015-06-03,None,,,,,,
Saskatchewan,,Pelican Lake,Pelican Lake,Pelican Lake,PWS,1,2,2017-03-06,2017-04-24,405,Pelican Lake,-107.7851991,53.68440906,GCS_North_American_1983_CSRS,
Atlantic,,MUSHUAU INNU ,Natuashish,Natuashish,PWS,1,"3,4",2017-02-24,None,32,Mushuau Innu First Nation,-61.11923,55.91395,GCS_North_American_1983_CSRS,
Saskatchewan,,Peter Ballantyne,Southend,Southend,PWS,DNC,6,2016-10-08,2016-10-11,355,Peter Ballantyne Cree Nation,-102.9341717,55.17239673,GCS_North_American_1983_CSRS,
Saskatchewan,,Peter Ballantyne,Southend,Southend,PWS,1,8,2016-10-11,2016-10-13,355,Peter Ballantyne Cree Nation,-102.9341717,55.17239673,GCS_North_American_1983_CSRS,
Saskatchewan,,Peter Ballantyne,Kiskaciwan,Kiskaciwan,PWS,1,8,2016-12-12,2016-12-21,355,Peter Ballantyne Cree Nation,-102.9341717,55.17239673,GCS_North_American_1983_CSRS,
Saskatchewan,,Peter Ballantyne,Southend,Southend,PWS,1,2,2017-05-16,2017-05-19,355,Peter Ballantyne Cree Nation,-102.9341717,55.17239673,GCS_North_American_1983_CSRS,
Saskatchewan,,Peter Ballantyne ,Sandy Bay,Sandy Bay,PWS,1,6,2016-10-11,2016-11-04,355,Peter Ballantyne Cree Nation,-102.9341717,55.17239673,GCS_North_American_1983_CSRS,
Manitoba,,Northlands FN,Northlands FN,Northlands (Lac Brochet) ,PWS,BWA,"o,13",2017-04-09,None,317,Northlands,-101.4880094,58.61845874,GCS_North_American_1983_CSRS,
Alberta,Treaty 7,Stoney Tribe,Eden Valley,Eden Valley ,PWS,1,"o, 8",2016-05-19,2016-05-25,,,,,,
Alberta,Treaty 7,Stoney Tribe,Eden Valley,Eden Valley ,PWS,1,"o, 8",2016-07-19,2016-07-25,,,,,,
Saskatchewan,,Peter Ballantyne ,Sandy Bay,Sandy Bay,PWS,1,5,2016-11-15,2016-12-02,355,Peter Ballantyne Cree Nation,-102.9341717,55.17239673,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,Ojibway Nation of Saugeen,Ojibway Nation of Saugeen,Band Office,SPWS,1,4,2017-05-15,None,258,Ojibway Nation of Saugeen,-90.65837514,50.42115238,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Atikameg ,Atikameg ,Whitefish River ,PWS,1,"f,4",2011-05-24,None,,,,,,
Saskatchewan,,Peter Ballantyne ,Sandy Bay,Sandy Bay,PWS,1,2,2017-02-17,2017-04-03,355,Peter Ballantyne Cree Nation,-102.9341717,55.17239673,GCS_North_American_1983_CSRS,
Saskatchewan,,Peter Ballantyne ,Chief Joseph Custer Reserve ,Chief Joseph Custer Reserve ,PWS,1,2,2017-03-21,2017-03-25,355,Peter Ballantyne Cree Nation,-102.9341717,55.17239673,GCS_North_American_1983_CSRS,
Saskatchewan,,Peter Ballantyne ,Pelican Narrows,Pelican Narrows,PWS,1,2,2017-04-27,2017-05-12,355,Peter Ballantyne Cree Nation,-102.9341717,55.17239673,GCS_North_American_1983_CSRS,
Saskatchewan,,Peter Ballantyne ,Sandy Bay,Sandy Bay,PWS,1,5,2017-04-07,2017-04-27,355,Peter Ballantyne Cree Nation,-102.9341717,55.17239673,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,PIC MOBERT,Pic Mobert ,Pic Mobert South - Lower Reserve ,PWS,1,"2,3",2008-02-26,2016-12-16,195,Pic Mobert,-85.60874046,48.69799071,GCS_North_American_1983_CSRS,
Atlantic,,PICTOU LANDING,Pictou Landing,Pictou Landing ,PWS,1,2,2017-01-18,2017-01-21,24,Pictou Landing,-62.65256398,45.67587418,GCS_North_American_1983_CSRS,
Ontario,Sioux Lookout,PIKANGIKUM,Pikangikum,Pikangikum,PWS,1,2,2016-08-16,2016-12-12,208,Pikangikum,-93.99465036,51.80050677,GCS_North_American_1983_CSRS,
Manitoba,,Pinaymootang,Fairford,Pinaymootang  IRTC ,SPWS,1,3,2016-08-08,2016-10-06,272,Pinaymootang First Nation,-98.68369137,51.57378742,GCS_North_American_1983_CSRS,
Manitoba,,Pinaymootang ,Fairford,Pin Water Fill ,SPWS,1,"r,12",2016-11-10,2016-11-28,272,Pinaymootang First Nation,-98.68369137,51.57378742,GCS_North_American_1983_CSRS,
Manitoba,,Pinaymootang ,Fairford,"Pinaymootang Bottle Fill Reverse Osmosis Treatment 
(Non-Transient)",SPWS,1,"r,12",2016-12-16,2017-01-05,272,Pinaymootang First Nation,-98.68369137,51.57378742,GCS_North_American_1983_CSRS,
Manitoba,,Pinaymootang ,Fairford,Pinaymootang Band Office (OLD) Daycare ,SPWS,1,"r,12",2017-02-09,2017-02-16,272,Pinaymootang First Nation,-98.68369137,51.57378742,GCS_North_American_1983_CSRS,
Atlantic,,Potlotek,Potlotek,Potlotek,PWS,1,1,2016-09-21,2016-12-09,22,Potlotek First Nation,-60.77267451,45.69817174,GCS_North_American_1983_CSRS,
Saskatchewan,,Poundmaker,TLE community,TLE community,PWS,1,"3,4",2006-12-15,2017-04-21,345,Poundmaker,-108.9743138,52.89611398,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,Rainy River,Rainy River First Nation,Rainy River ,PWS,1,2,2017-02-26,2017-03-02,130,Rainy River First Nations,-93.91264211,48.63724818,GCS_North_American_1983_CSRS,
Saskatchewan,,Red Earth,Red Earth,Red Earth,PWS,1,4,2016-06-24,2017-03-10,356,Red Earth,-102.8611374,53.49095235,GCS_North_American_1983_CSRS,
Saskatchewan,,Red Pheasant,Red Pheasant ,Red Pheasant,PWS,1,5,2016-11-27,2016-11-30,346,Red Pheasant,-108.1796185,52.45789348,GCS_North_American_1983_CSRS,
Saskatchewan,,Sakimay,Sakimay,Sakimay,PWS,1,8,2016-10-28,2016-11-07,364,Sakimay First Nations,-102.7921497,50.52861557,GCS_North_American_1983_CSRS,
Alberta,Treaty 6,Samson Cree,Samson,Full Gospel Fellowship Church ,SPWS,1,"b,13",2011-07-21,2016-10-07,444,Samson,-113.4550463,52.82038608,GCS_North_American_1983_CSRS,
Ontario,Thunder Bay,PIC MOBERT,Pic Mobert,Pic Mobert North - Upper Reserve ,PWS,1,6,2017-05-25,None,195,Pic Mobert,-85.60874046,48.69799071,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Sturgeon Lake,Sturgeon Lake,Sturgeon Lake,PWS,1,"o,12",2016-07-28,2016-08-04,,,,,,
Alberta,Treaty 6,Samson Cree,Samson,Samson ,PWS,1,"q,8",2016-12-22,2016-12-30,444,Samson,-113.4550463,52.82038608,GCS_North_American_1983_CSRS,
Alberta,Treaty 8,Sucker Creek,Sucker Creek,Sucker Creek ,PWS,1,l,2016-06-07,2016-06-09,,,,,,
Ontario,Sioux Lookout,PIKANGIKUM,Pikangikum,Pikangikum,PWS,1,2,2016-12-14,None,208,Pikangikum,-93.99465036,51.80050677,GCS_North_American_1983_CSRS,
Saskatchewan,,Saulteaux,Saulteaux,Saulteaux,PWS,1,5,2016-11-07,2016-11-22,347,Saulteaux,-108.3294556,53.12555561,GCS_North_American_1983_CSRS,
Saskatchewan,,Saulteaux,Saulteaux,Saulteaux,PWS,1,2,2017-02-06,2017-02-12,347,Saulteaux,-108.3294556,53.12555561,GCS_North_American_1983_CSRS,
Manitoba,,SHAMATTAWA FIRST NATION,Shamattawa,Shalath Main ,PWS,1,"o,13",2017-03-24,2017-04-20,307,Shamattawa First Nation,-92.09302096,55.8620313,GCS_North_American_1983_CSRS,
Manitoba,,South Indian,South Indian,South Indian,PWS,1,8,2017-03-06,2017-03-30,318,O-Pipon-Na-Piwin Cree Nationÿ,-98.93106335,56.78021374,GCS_North_American_1983_CSRS,
Manitoba,,South Indian,South Indian,South Indian,PWS,1,8,2017-02-27,2017-03-02,318,O-Pipon-Na-Piwin Cree Nationÿ,-98.93106335,56.78021374,GCS_North_American_1983_CSRS,
Saskatchewan,,Red Earth,Red Earth,Red Earth,PWS,BWO,4,2017-03-10,None,356,Red Earth,-102.8611374,53.49095235,GCS_North_American_1983_CSRS,
Alberta,Treaty 7,Stoney- Morley, Morley ,Morley Townsite (Morley Reserve),PWS,1,"l,8",2017-05-04,2017-05-25,471,Stoney,-114.8468914,51.16981973,GCS_North_American_1983_CSRS,
Manitoba, ,Red Sucker Lake First Nation,Red Sucker Lake,Red Sucker Lake Band office,SPWS,1,"b,6",2017-03-16,None,300,Red Sucker Lake,-93.56888948,54.15616754,GCS_North_American_1983_CSRS,
Alberta,Treaty 6,Saddle Lake,Saddle Lake,Shawahnekizhek Academy (Christian School) ,SPWS,1,"b,12",2017-05-10,None,462,Saddle Lake Cree Nation,-111.6934681,53.97027718,GCS_North_American_1983_CSRS,
